1 00:00:00,908 --> 00:00:02,549 演讲者 演讲者_06: 大家好。
843 01:37:12,166 --> 01:37:13,627 演讲者 演讲者_08：这对我们来说很重要。
所以注意力机制非常有趣，因为，嗯，一方面，它们让我们能够一次只关注少数几件事情，这些事情将进入我们的短期、有意识的短期记忆，我们正在操纵并寻求某种连贯的解释。
845 01:37:29,091 --> 01:37:35,724 说话者 SPEAKER_08：并且注意力机制也可以用来动态决定哪个模块在与哪个模块对话。
846 01:37:36,645 --> 01:37:51,792 讲者 SPEAKER_08：这就是我们用这种架构所探索的内容，我们称之为循环独立机制，或者 RIMS，这里的循环网络可以替换 LSTMs 或任何你喜欢的。
847 01:37:51,771 --> 01:38:00,930 讲者 SPEAKER_08：它具有模块化结构，所以不是只有一个同质状态，而是被分解成许多模块，每个模块都有自己的状态。
848 01:38:01,652 --> 01:38:09,627 讲者 SPEAKER_08：而且每个模块内部就像是一个普通的循环网络，随便你喜欢什么，但它们之间通信的方式是通过瓶颈。
849 01:38:09,608 --> 01:38:37,152 讲者 SPEAKER_08：是通过张力机制来决定的，首先确定哪些模块将被激活，哪些模块被允许发言，然后我们还使用张力机制以键值对的形式在模块之间交换信息，就像胶囊一样，但我们把它们视为
850 01:38:37,131 --> 01:38:41,256 演讲者 SPEAKER_08：将要匹配的对象。
851 01:38:41,737 --> 01:38:46,502 演讲者 SPEAKER_08：所以如果你想到编程中的函数，你有类型化的函数。
852 01:38:47,283 --> 01:38:50,867 演讲者 SPEAKER_08：函数是很好的模块化组件，可以相互组合。
853 01:38:51,547 --> 01:38:53,810 演讲者 SPEAKER_08：它们有这些类型化的参数。
854 01:38:54,390 --> 01:38:59,157 演讲者 SPEAKER_08：换句话说，一个函数期望第一个参数是某种类型。
855 01:38:59,176 --> 01:39:04,202 演讲者 SPEAKER_08：你可以把一个特定模块期望的一个参数的查询方式想成是一样的。
856 01:39:04,403 --> 01:39:06,564 演讲者 SPEAKER_08：所以每个模块
857 01:39:06,545 --> 01:39:30,072 演讲者 SPEAKER_08：基本上是在说，哦，对于我正在进行的第一个参数，我期望一个特定类型的对象，这个类型将由一个查询向量表示，如果这个查询向量与另一个模块实际产生的对象的键向量匹配得很好，那么这两个模块将会连接在一起，源模块产生的值将被发送到
858 01:39:30,051 --> 01:39:31,673 说话人 SPEAKER_08: 嗯，说到模块网络。
859 01:39:31,694 --> 01:39:37,082 说话人 SPEAKER_08: 当然，这一切当然不是按照我所说的那样，通过离散的选择来完成的。
860 01:39:37,122 --> 01:39:41,207 说话人 SPEAKER_08: 它都是通过软注意力以软的方式完成的，所以你可以将整个背景放进去。
861 01:39:42,831 --> 01:39:43,752 说话人 SPEAKER_08: 它确实效果很好。
862 01:39:44,353 --> 01:39:48,498 演讲者 SPEAKER_08: 嘿，嘿，嗯，嗯，所以这是，嗯，嗯，
863 01:39:49,778 --> 01:39:54,167 演讲者 SPEAKER_08: 在 Atari 上的强化学习实验，但最有趣的是，它在哪？
864 01:39:54,707 --> 01:39:57,132 演讲者 SPEAKER_08: 不，我还有其他幻灯片。
865 01:39:58,375 --> 01:40:02,823 演讲者 SPEAKER_08: 最有趣的是，与其他 LSTM 相比，它在分布外的工作效果非常好。
866 01:40:03,164 --> 01:40:10,099 演讲者 SPEAKER_08：所以如果分布发生变化，如果你将数据扩展到更长的序列等，这效果惊人地好。
867 01:40:10,078 --> 01:40:16,445 演讲者 SPEAKER_08：我们正在进行这项工作的扩展，以各种方式，但我没有时间详细说明。
868 01:40:16,466 --> 01:40:17,247 演讲者 SPEAKER_08：所以让我来总结一下。
869 01:40:17,827 --> 01:40:39,411 演讲者 SPEAKER_08：我给你们介绍了我正在与我的合作者一起探索的一些关于世界的假设，或者这些假设已经在文献中被讨论过，我认为这些假设可以融入机器学习系统中，以实现一些
870 01:40:39,390 --> 01:40:43,511 演讲者 SPEAKER_08：与系统 2 相关的计算能力。
871 01:40:44,515 --> 01:40:47,409 演讲者 SPEAKER_08：在此，我要感谢大家的关注。
872 01:41:05,328 --> 01:41:16,307 演讲者 SPEAKER_00：最后，我们进入讨论环节，我们非常幸运地有一位杰出的主持人 Leslie Pack-Kelbling，她是麻省理工学院计算机科学与工程系的教授。
873 01:41:16,828 --> 01:41:25,564 演讲者 SPEAKER_00：我不会详细介绍她的众多荣誉，但她是一位备受尊敬的机器人学家，同时也是《机器学习研究杂志》的创始编辑。
874 01:41:26,962 --> 01:41:27,662 演讲者 SPEAKER_05: 好的，谢谢。
875 01:41:27,804 --> 01:41:35,597 演讲者 SPEAKER_05: 我们从演讲者和问题流中得到了各种各样的思考，我也一直在关注这些问题。
876 01:41:36,640 --> 01:41:45,055 演讲者 SPEAKER_05: 我将尝试对这些问题进行一些聚类和过滤，因为你们不希望它们以原始形式存在。
877 01:41:45,034 --> 01:41:47,119 演讲者 SPEAKER_05: 我想这里有两个类别。
878 01:41:47,220 --> 01:41:53,395 讲者 SPEAKER_05：有一系列技术问题，还有一些关于研究理念和想法的元问题。
879 01:41:53,435 --> 01:41:58,546 讲者 SPEAKER_05：所以我认为我们将从一些技术问题开始，然后转到一些元问题。
880 01:41:59,309 --> 01:42:02,435 讲者 SPEAKER_05：所以一个技术问题是
881 01:42:03,073 --> 01:42:18,234 讲者 SPEAKER_05：您觉得神经网络作为计算机科学或机器学习概念，与神经网络作为自然或人类计算过程的模拟之间的联系。
882 01:42:18,574 --> 01:42:25,503 演讲者 SPEAKER_05: 我想问大家，对你们来说，坚持我们对自然计算的了解有多重要？
883 01:42:27,287 --> 01:42:28,287 演讲者 SPEAKER_07: 好的，我先来。
884 01:42:29,078 --> 01:42:45,019 演讲者 SPEAKER_07: 我认为神经计算和自然计算可以启发我们提出工程模型，这样我们可以了解人们如何做事，并且它们会建议我们如何尝试做事。
885 01:42:45,199 --> 01:42:57,515 演讲者 SPEAKER_07: 例如，我认为从一个拥有数百万参数的系统开始训练，并希望它能做任何有意义的事情，除非你知道大脑就是这样做的，否则你不会相信。
886 01:42:59,167 --> 01:43:02,015 演讲者 演讲者_07：但是细节... 杰夫，我们听不清楚你。
887 01:43:02,034 --> 01:43:02,837 演讲者 演讲者_07：你听不清楚我吗？
888 01:43:02,858 --> 01:43:04,362 演讲者 演讲者_07：你需要拿稳麦克风。
889 01:43:05,746 --> 01:43:06,788 演讲者 演讲者_07：你现在能听清楚了吗？
890 01:43:06,989 --> 01:43:07,652 演讲者 SPEAKER_09：非常好。
891 01:43:10,699 --> 01:43:11,944 演讲者 SPEAKER_07：好的，所以我认为...
892 01:43:13,003 --> 01:43:15,667 演讲者 SPEAKER_07：大脑启发了我们，提出了想法。
893 01:43:15,927 --> 01:43:26,465 演讲者 SPEAKER_07：特别是，它提出使用大量数据逐步调整权重可以使系统在没有编程的情况下执行复杂的计算。
894 01:43:27,126 --> 01:43:29,168 演讲者 SPEAKER_07：这个想法相当奇特。
895 01:43:29,328 --> 01:43:35,278 演讲者 SPEAKER_07：除非有例子证明那样的事情，否则你们不会相信。
896 01:43:35,297 --> 01:43:35,417 演讲者 SPEAKER_05：好。
897 01:43:35,438 --> 01:43:35,838 演讲者 SPEAKER_05：其他人呢？
898 01:43:36,899 --> 01:43:38,501 演讲者 SPEAKER_09: 嗯。
899 01:43:38,521 --> 01:43:39,844 演讲者 SPEAKER_09: 很明显，这是一个鼓舞人心的例子。
900 01:43:39,904 --> 01:43:43,810 演讲者 SPEAKER_09: 所以像卷积网络这样的东西显然是受到了神经科学经典工作的启发。
901 01:43:44,690 --> 01:43:56,569 演讲者 SPEAKER_09: 我们现在使用的很多想法在计算神经科学中都有其对应物，比如分立归一化，这是现在神经网络中的一种标准工具，还有整流等。
902 01:43:56,829 --> 01:44:01,556 演讲者 SPEAKER_09: 我们还发现了其他一些事情。
903 01:44:01,537 --> 01:44:07,764 演讲者 SPEAKER_09: 几年前，在各个地方，有人提出了一个想法，即神经网络可以通过一些联想记忆来增强。
904 01:44:08,444 --> 01:44:11,868 演讲者 SPEAKER_09: 然后你看大脑，嗯，这看起来像海马体一样的东西。
905 01:44:12,628 --> 01:44:16,894 演讲者 SPEAKER_09: 这并不十分精确，但显然存在某种并行性。
906 01:44:18,055 --> 01:44:25,923 说话人 SPEAKER_09: 这就像 AI 和航空之间的几乎陈词滥调的类比，我们
907 01:44:25,904 --> 01:44:31,573 说话人 SPEAKER_09: 我们从鸟类中获得灵感，但我们建造的东西不会拍翅膀，也没有羽毛。
908 01:44:31,632 --> 01:44:33,836 说话人 SPEAKER_09: 所以这有点相似。
909 01:44:33,855 --> 01:44:38,342 说话人 SPEAKER_09: 但最终，我认为我们很多人进入这个领域是因为我们想理解人类智能。
910 01:44:39,304 --> 01:44:40,305 演讲者 SPEAKER_09：让我补充一点。
911 01:44:40,326 --> 01:44:41,728 演讲者 SPEAKER_08：我显然同意所有这些观点。
912 01:44:41,747 --> 01:44:50,881 演讲者 SPEAKER_08：所以我的动力在于，我认为有一个非常惊人的假设。
913 01:44:50,862 --> 01:44:56,347 演讲者 SPEAKER_08：几个简单的原则可以解释大脑中发生的大多数事情。
914 01:44:56,387 --> 01:45:02,916 讲者 SPEAKER_08：当然，大脑也是一个充满技巧的袋子，但也有一些简单的原则使我们能够完成这些非常复杂的通用任务。
915 01:45:04,037 --> 01:45:15,250 讲者 SPEAKER_08：如果我们研究机器学习和人工智能，我们可以测试这些原则中的一些，这可以为大脑研究方面的朋友们提供一些想法。
916 01:45:15,229 --> 01:45:33,154 讲者 SPEAKER_08：因此，从某种意义上说，我们可以进行互利共赢的探索，揭示这些简单的原则，这些原则既有助于构建智能机器，也有助于理解大脑的工作原理以及什么是智能。
917 01:45:34,585 --> 01:45:35,907 讲者 SPEAKER_05：酷。
918 01:45:35,926 --> 01:46:01,487 讲者 SPEAKER_05：好吧，还有一件事，我想我和观众中的一些人都注意到了，我觉得你们每个人都提到了一些代表性和推理方面的内容，我想一些经典的人工智能专家会接受并称之为他们的工具包的一部分，比如组合性、表示、学习潜在表示、稀疏性、分解等等。
919 01:46:01,466 --> 01:46:08,520 讲者 SPEAKER_05：然而，有时我觉得你们中的一些人可能对符号人工智能领域有些贬低。
920 01:46:08,560 --> 01:46:11,064 讲者 SPEAKER_05：那么，我们能成为朋友吗？不能吗？
921 01:46:15,434 --> 01:46:15,634 讲者 SPEAKER_05：杰夫？
922 01:46:19,240 --> 01:46:20,944 演讲者 演讲者_07：嗯，我们有着悠久的历史。
923 01:46:22,814 --> 01:46:30,345 演讲者 演讲者_07：所以我上次向 AAAI 提交论文时，收到了我收到的最糟糕的评审。
924 01:46:31,105 --> 01:46:32,768 演讲者 演讲者_07：而且很刻薄。
925 01:46:32,787 --> 01:46:40,698 演讲者 演讲者_07：它说，Hinton 已经研究这个想法七年了，但没有人感兴趣。
926 01:46:40,739 --> 01:46:41,761 演讲者 SPEAKER_07: 是时候继续前进了。
927 01:46:44,324 --> 01:46:50,913 演讲者 SPEAKER_07: 现在，想法是这样的，你可能可以用一个向量来表示一个词的意义。
928 01:46:52,345 --> 01:46:54,287 演讲者 SPEAKER_07: 这需要一段时间来克服。
929 01:46:54,547 --> 01:47:00,494 演讲者 SPEAKER_07: 我们现在应该，我们现在处于一个位置，我们应该说，让我们忘记过去。
930 01:47:00,854 --> 01:47:08,604 演讲者 SPEAKER_07：让我们看看我们能否将梯度下降的想法应用于一个庞大的参数系统中。
931 01:47:09,265 --> 01:47:12,710 演讲者 SPEAKER_07：让我们看看能否采用那个想法，因为那实际上是我们迄今为止发现的全部。
932 01:47:12,810 --> 01:47:13,591 演讲者 SPEAKER_07：这真的有效。
933 01:47:13,690 --> 01:47:15,113 演讲者 SPEAKER_07：这个方法有效的事实令人惊讶。
934 01:47:15,873 --> 01:47:18,657 说话人 SPEAKER_07：让我们看看我们是否可以学会那样进行推理。
935 01:47:19,885 --> 01:47:21,807 说话人 SPEAKER_05：我将从那些人那里得到答案。
936 01:47:21,868 --> 01:47:31,225 说话人 SPEAKER_05：但是我想建议，仅仅因为 AAAI 曾经对你不好，或者可能好几次，这不是一个正确的方法，对吧？
937 01:47:31,505 --> 01:47:34,130 说话人 SPEAKER_05：我们不应该总是进行归纳并一直很刻薄。
938 01:47:34,149 --> 01:47:34,890 说话人 SPEAKER_07：我完全同意你的看法。
939 01:47:34,911 --> 01:47:39,057 说话人 SPEAKER_07：我只是在尝试解释为什么有些轻微的敌意。
940 01:47:42,818 --> 01:47:44,480 说话人 SPEAKER_09：所以，我的回答非常相似。
941 01:47:45,462 --> 01:47:52,213 讲者 SPEAKER_09：事实上，我在结论幻灯片里提到了，你知道的，用向量替换符号，用连续函数替换逻辑。
942 01:47:52,354 --> 01:47:57,682 讲者 SPEAKER_09：这样做的原因是我们希望使推理与学习兼容。
943 01:47:58,984 --> 01:48:05,855 讲者 SPEAKER_09：而我们已知唯一有效的学习方法是基于梯度的学习，因此我们必须使其与基于梯度的学习兼容。
944 01:48:05,836 --> 01:48:07,958 讲者 SPEAKER_09：所以我们必须使事物可微分。
945 01:48:08,059 --> 01:48:10,060 说话人 SPEAKER_09：我不知道如何精确地做到这一点。
946 01:48:10,081 --> 01:48:27,242 说话人 SPEAKER_09：我知道这个想法对于真正对逻辑感兴趣的人来说是异端或震惊，或者 whatever，因为你几乎不得不放弃大量相关的工作。
947 01:48:28,023 --> 01:48:34,289 说话人 SPEAKER_09：几年前也出现过类似的现象，就是
948 01:48:34,270 --> 01:48:43,115 说话人 SPEAKER_09：在 NLP 中的 transformers 和其他类似模型，其中大量的语言知识对于他们来说已经不再很有用了。
949 01:48:46,640 --> 01:48:47,541 说话人 SPEAKER_08: 话都说过一遍了。
950 01:48:47,560 --> 01:49:13,743 说话人 SPEAKER_08: 正如你们也从我的演讲中听到的，我认为我们应该展望未来，思考如何同时获得深度学习的优势并解决一些问题，比如推理，以及我认为的语言理解等等。
951 01:49:13,724 --> 01:49:26,502 说话人 SPEAKER_08: 这些问题在传统上与符号相关联，但我认为也可以使用更现代的方法来解决。
952 01:49:26,542 --> 01:49:32,109 说话人 SPEAKER_08: 我认为，特别是注意力机制是解决这个问题的关键，正如我试图说服大家的那样。
953 01:49:34,033 --> 01:49:38,819 演讲者 SPEAKER_05: 你真的认为没有基于梯度的学习方法是有用的替代方案吗？
954 01:49:40,521 --> 01:49:41,645 演讲者 SPEAKER_09: 好吧。
955 01:49:43,029 --> 01:49:49,948 演讲者 SPEAKER_09: 所以人们曾经提出并有效工作的所有学习方法都是基于某种优化，对吧？
956 01:49:50,510 --> 01:49:52,877 演讲者 SPEAKER_05: 随机森林？
957 01:49:54,612 --> 01:49:55,932 演讲者 演讲者_09：这是一种优化。
958 01:49:55,953 --> 01:49:58,275 演讲者 演讲者_09：我的意思是，它是贪婪的，但是的。
959 01:49:59,817 --> 01:50:03,081 演讲者 演讲者_09：并且有贝叶斯和类似的东西的边际化。
960 01:50:03,121 --> 01:50:08,966 演讲者 演讲者_09：我的意思是，你可以对这一点进行评估。
961 01:50:09,046 --> 01:50:11,128 演讲者 SPEAKER_09: 在某种程度上，是这样的。
962 01:50:11,269 --> 01:50:14,693 演讲者 SPEAKER_09: 如果有其他方法，我想知道是什么。
963 01:50:15,373 --> 01:50:18,856 演讲者 SPEAKER_09: 这实际上提出了一个问题，大脑是否最小化一个目标函数？
964 01:50:19,198 --> 01:50:19,518 演讲者 SPEAKER_09: 不清楚。
965 01:50:20,378 --> 01:50:22,341 演讲者 SPEAKER_09: 好的，第二件事。
966 01:50:23,484 --> 01:50:27,028 演讲者 SPEAKER_09: 如果你打算优化一个函数，你打算用什么来优化它？
967 01:50:27,689 --> 01:50:35,555 演讲者 SPEAKER_09: 要么是 0 阶，无梯度，要么是 1 阶有梯度，或者更高阶，我们仍然使用梯度，但使用其他东西。
968 01:50:35,576 --> 01:50:41,082 演讲者 SPEAKER_09: 0 阶比 1 阶效率低得多，所以如果你能使用梯度，请务必使用。
969 01:50:41,341 --> 01:50:53,052 讲者 SPEAKER_09：事实上，强化学习中存在一些目标不可微分的算法，这些算法使用一个评论家（critic），其目的是通过近似使其可微分来使目标函数可微分。
970 01:50:53,033 --> 01:50:55,279 讲者 SPEAKER_09：是的，梯度设计是有效的。
971 01:50:57,525 --> 01:50:57,846 讲者 SPEAKER_05：那很好。
972 01:50:57,867 --> 01:51:04,966 讲者 SPEAKER_05：这其实不是问题所在，但是的。
973 01:51:05,707 --> 01:51:14,654 演讲者 SPEAKER_05：所以也许我们应该讨论一些关于方法论等方面的问题。
974 01:51:15,775 --> 01:51:23,342 演讲者 SPEAKER_05：我想到了一件事，因为观众中有很多学生，所以有很多和学生相关的问题。
975 01:51:25,125 --> 01:51:32,912 演讲者 SPEAKER_05：我认为很多学生都有的一个担忧是，现在很多大公司都在进行大量研究，而这些公司拥有巨大的资源。
976 01:51:32,891 --> 01:51:45,359 演讲者 SPEAKER_05：问题是，当 Facebook、Google 等公司能够发起这些庞大的项目时，大学的作用是什么？这些项目似乎让学生无法与之竞争。
977 01:51:45,380 --> 01:51:46,041 演讲者 SPEAKER_07：我可以接那个吗？
978 01:51:47,623 --> 01:52:06,131 演讲者 SPEAKER_07：我还是认为真正原创的想法来自于一个优秀系所的硕士研究生，在得到良好建议的情况下，他（或她）不会重复历史，而是在思考如何做某事上花费了几年的时间。
979 01:52:07,252 --> 01:52:13,162 演讲者 SPEAKER_07：这在大公司里也可以做到，但我认为这主要是在大学里完成的。
980 01:52:13,261 --> 01:52:14,965 演讲者 SPEAKER_07：我认为这正是大学真正擅长的。
981 01:52:21,037 --> 01:52:22,520 说话人 SPEAKER_08: 我可以给这个加点东西。
982 01:52:22,621 --> 01:52:23,063 说话人 SPEAKER_08: 是的，请吧。
983 01:52:23,082 --> 01:52:36,057 说话人 SPEAKER_08: 在人工智能领域有很多真正困难的问题，这些问题可以在某种显微镜下进行研究。
984 01:52:36,037 --> 01:52:51,717 说话人 SPEAKER_08: 我的意思是，我认为我们在这个领域，尤其是在机器学习中，对玩具问题过于迅速地视而不见，专注于这些需要两周时间、使用 2,000 个 CPU 和 GPU 才能运行的真正困难的基准测试。
985 01:52:51,698 --> 01:53:01,631 演讲者 SPEAKER_08：但是确实存在一些非常有趣的问题，你可以分析一个问题，你可以用合理的资源进行实验。
986 01:53:01,690 --> 01:53:12,104 演讲者 SPEAKER_08：现在，我承认有时没有这些资源会让人感到沮丧，但使用这么多能源也存在环境问题。
987 01:53:13,706 --> 01:53:19,393 演讲者 SPEAKER_09：因此，我建议我们创建一个新的会议，即国际玩具问题深度学习会议。
988 01:53:21,550 --> 01:53:22,371 演讲者 SPEAKER_05：你能重复一下吗？
989 01:53:22,411 --> 01:53:23,511 说话人 SPEAKER_05: 我实际上没听见你。
990 01:53:23,532 --> 01:53:23,953 说话人 SPEAKER_05: 继续指。
991 01:53:24,613 --> 01:53:25,413 说话人 SPEAKER_09: 在玩具问题上。
992 01:53:25,554 --> 01:53:29,358 说话人 SPEAKER_05: 在玩具问题上，我明白了。
993 01:53:29,377 --> 01:53:29,519 演讲者 演讲者_05: 好的。
994 01:53:29,538 --> 01:53:33,323 演讲者 演讲者_05: 好的。
995 01:53:33,342 --> 01:53:36,685 演讲者 演讲者_07: 实际上，这与我几年前给 Jan 的建议有关。
996 01:53:36,706 --> 01:53:44,654 演讲者 演讲者_07: 我想开一个名为 MNIPS 的会议，其中你的算法需要在 MNIST 上进行测试。
997 01:53:44,635 --> 01:53:45,275 说话人 SPEAKER_05: 很好。
998 01:53:47,078 --> 01:53:55,453 说话人 SPEAKER_05: 所以我认为继续讨论一些学生的事情，我的意思是，我认为学生们也很感兴趣的是他们应该阅读和学习什么？
999 01:53:55,533 --> 01:54:03,907 说话人 SPEAKER_05: 我注意到你们确实提到了来自之前时代的概念，比如说概率模型。
1000 01:54:03,987 --> 01:54:05,750 说话人 SPEAKER_05: 但是你们认为学生们应该阅读什么？
1001 01:54:07,632 --> 01:54:10,136 演讲者 SPEAKER_08：当然，他们最好不是都读同一件事。
1002 01:54:12,091 --> 01:54:14,654 演讲者 SPEAKER_05：我认为这实际上是一个非常重要的观点，对吧？
1003 01:54:14,673 --> 01:54:15,935 演讲者 SPEAKER_05：我们不应该是一个单一文化。
1004 01:54:16,556 --> 01:54:21,863 演讲者 SPEAKER_07：我有一个导师，他的建议是阅读会腐蚀思想。
1005 01:54:23,326 --> 01:54:23,685 说话人 SPEAKER_05：扭曲？
1006 01:54:24,167 --> 01:54:24,768 说话人 SPEAKER_07：不，旋转。
1007 01:54:25,347 --> 01:54:26,630 说话人 SPEAKER_05：旋转？
1008 01:54:26,649 --> 01:54:26,829 说话人 SPEAKER_07：哦，好的。
1009 01:54:26,850 --> 01:54:32,117 演讲者 SPEAKER_07：他的建议是，不要阅读文献，先自己想出解决问题的方法。
1010 01:54:32,337 --> 01:54:36,802 演讲者 SPEAKER_07：当你想出解决问题的方法后，再去阅读文献。
1011 01:54:36,823 --> 01:54:37,203 演讲者 SPEAKER_05：是的，我同意。
1012 01:54:40,002 --> 01:54:41,786 演讲者 SPEAKER_05：你们有什么要补充的吗？
1013 01:54:41,867 --> 01:54:45,895 讲者 SPEAKER_09: 我认为费曼也有类似的建议。
1014 01:54:47,921 --> 01:54:48,984 讲者 SPEAKER_05: 好的，让我们看看。
1015 01:54:52,412 --> 01:54:57,505 讲者 SPEAKER_05: 是的，我们不想回答这些问题中的大多数。
1016 01:54:59,442 --> 01:55:01,944 讲者 SPEAKER_05: 好的，让我回来。
1017 01:55:01,985 --> 01:55:09,576 讲者 SPEAKER_05：所以，我心中还有一个问题，就是这次会议的开始很棒。
1018 01:55:09,636 --> 01:55:11,819 讲者 SPEAKER_05：我们开始讨论卷积，但这并不好。
1019 01:55:11,899 --> 01:55:14,382 讲者 SPEAKER_05：也许我们需要胶囊，而变压器很有用。
1020 01:55:15,083 --> 01:55:20,832 讲者 SPEAKER_05：而且有一种感觉，我们作为整个领域，正在共同提出有助于我们的机制，对吧？
1021 01:55:20,891 --> 01:55:23,055 演讲者 SPEAKER_05：各种结构偏差等等。
1022 01:55:23,555 --> 01:55:26,298 演讲者 SPEAKER_05：你认为会有六个这样的吗？
1023 01:55:26,500 --> 01:55:28,943 演讲者 SPEAKER_05：还是我们得找到 60 个？
1024 01:55:28,922 --> 01:55:35,640 演讲者 SPEAKER_05：或者有没有一种意义上，这些机制是一个封闭集，能够达到，比如说，人类水平的 AI？
1025 01:55:37,766 --> 01:55:40,755 演讲者 SPEAKER_08：数字越小越好，但我们不知道。
1026 01:55:43,502 --> 01:55:50,733 演讲者 SPEAKER_09：是的，我觉得如果它是小数字，比如，比如说 6、10 种架构类别，那就很好。
1027 01:55:51,314 --> 01:55:53,235 演讲者 SPEAKER_09：但这是否可能并不完全清楚。
1028 01:55:55,800 --> 01:56:02,087 演讲者 SPEAKER_09：我的意思是，给我们带来希望的可能是一些大脑皮层的明显一致性。
1029 01:56:03,009 --> 01:56:06,154 演讲者 SPEAKER_09：但是，我们大脑皮层中只有一小部分神经元。
1030 01:56:06,173 --> 01:56:12,362 演讲者 SPEAKER_09：所以其余部分似乎并不像那样各向同性或均匀。
1031 01:56:15,497 --> 01:56:22,007 演讲者 SPEAKER_05：您对一些大型 AI 公司正在进行的研究活动有保留意见吗？
1032 01:56:27,036 --> 01:56:27,277 演讲者 SPEAKER_08：是的。
例如，如果它能帮助化石燃料行业，
不，实际上，Facebook 和 Google 的数据中心正在变得碳中和，并且将在今年年底之前实现，至少对于 Facebook 来说如此。
我不确定 Google，但...我认为他们应该做一些关于虚假新闻的事情，但...是的，事实上我们在做。
我应该说的是这只是...
1037 01:57:07,337 --> 01:57:22,106 说话人 SPEAKER_08：我还想补充一点，你知道，如果这些拥有大量人工智能专业知识的公司不也在通过建造东西或为军事应用进行研究来赚钱，那就更好了。
1038 01:57:28,515 --> 01:57:31,220 说话人 SPEAKER_07：我认为我们三个人都同意这一点。
1039 01:57:31,560 --> 01:57:43,796 说话人 SPEAKER_07：实际上，我对谷歌取消了一个项目印象深刻，这个项目本会导致从国防部获得数十亿美元的金额，因为谷歌员工反对这个项目。
1040 01:57:44,478 --> 01:57:52,248 说话人 SPEAKER_07：这让我觉得谷歌其实并不是那么糟糕的公司。
1041 01:57:52,269 --> 01:57:54,492 说话人 SPEAKER_09: 嗯，Facebook 从不做这种事情。
1042 01:57:54,511 --> 01:57:56,194 说话人 SPEAKER_09: 所以这从来不是问题。
1043 01:57:57,641 --> 01:58:02,350 说话人 SPEAKER_05: 好的，那么让我们谈谈稍微不那么有争议的话题。
1044 01:58:03,291 --> 01:58:07,798 说话人 SPEAKER_05: 那么你的新旧想法是从哪里来的？
1045 01:58:08,239 --> 01:58:10,462 演讲者 SPEAKER_05：您是如何决定要研究哪些问题的？
1046 01:58:10,483 --> 01:58:11,826 演讲者 SPEAKER_08：这通常在我早上醒来时产生。
1047 01:58:13,828 --> 01:58:16,613 演讲者 SPEAKER_05：好的，您是如何决定所有这些问题的？
1048 01:58:16,634 --> 01:58:18,015 演讲者 SPEAKER_08：不，这是系统一。
1049 01:58:20,158 --> 01:58:22,283 讲者 SPEAKER_08: 不，说真的，我是指直觉，对吧？
1050 01:58:23,257 --> 01:58:26,067 讲者 SPEAKER_08: 然后，当然，你做实验，它失败了，一次又一次。
1051 01:58:26,389 --> 01:58:27,351 讲者 SPEAKER_08: 嗯，有时候它是有效的。
1052 01:58:28,454 --> 01:58:31,485 讲者 SPEAKER_08: 你必须听从那个直觉。
1053 01:58:31,605 --> 01:58:33,993 讲者 SPEAKER_08: 就是这样我们做科学。
1054 01:58:37,061 --> 01:58:45,390 讲者 SPEAKER_09: 嗯，我当然也非常依赖直觉和这类东西。
1055 01:58:45,409 --> 01:58:52,315 讲者 SPEAKER_09: 但我认为你必须找出真正问题、重要问题的核心。
1056 01:58:53,237 --> 01:58:57,399 讲者 SPEAKER_09: 然后想法就来了，之后它们就变得显而易见。
1057 01：58：58,721 --> 01：58：59,802 议长 SPEAKER_09：至少它们对你来说是显而易见的。
可能需要20年世界上的其他人才能意识到这是显而易见的，但已经发生了。
1059 01:59:06,896 --> 01:59:09,121 演讲者 演讲者_09：但这是那种类型的进步。
80年代初期，我就有了关于多层神经网络的感觉，这显然是一个前进的方向，然后是卷积神经网络，这也是一个明显的方向。
1061 01:59:24,327 --> 01:59:26,930 讲者 SPEAKER_09：这需要很长时间才变得流行。
1062 01:59:26,911 --> 01:59:32,878 讲者 SPEAKER_09：现在我对自监督学习，关于处理不确定性和预测的问题有一种感觉。
1063 01:59:33,198 --> 01:59:51,061 讲者 SPEAKER_09：这些问题是我们需要解决的，像重要的问题，而不是，你知道，当然，通过各种方法提高实际系统的性能总是有用的，但我更感兴趣的是那些有长期影响的事情。
1064 01:59:53,675 --> 02:00:10,231 讲者 SPEAKER_05：所以关于神经网络一度不太受欢迎，而一些勇敢的人继续研究它们的问题，是否...固执。
1065 02:00:10,212 --> 02:00:12,676 讲者 SPEAKER_05: 倔强，倔强，太倔强了是好事。
1066 02:00:13,095 --> 02:00:25,373 讲者 SPEAKER_05: 那么，问题来了，我是指，如果你现在正研究一个目前非常不受欢迎的想法，你知道，我该如何，我应该怎么进行？
1067 02:00:25,434 --> 02:00:29,520 讲者 SPEAKER_05: 当人们写恶意的评论，没有人喜欢我的研究时，我该怎么办？
1068 02:00:30,125 --> 02:00:37,380 讲者 SPEAKER_07: 我想首先你应该记住的是，大多数非常不受欢迎的想法之所以不受欢迎，是因为它们本身不好。
1069 02:00:40,345 --> 02:00:42,250 演讲者 SPEAKER_07：这就是那个棘手的区分，对吧？
1070 02:00:42,310 --> 02:00:42,730 演讲者 SPEAKER_07：是的。
1071 02:00:43,412 --> 02:00:45,577 演讲者 SPEAKER_07：我不知道。
1072 02:00:48,221 --> 02:00:48,381 演讲者 SPEAKER_05：好的。
